id,tour,gender,type,stage,title,start,end,city,state_country,tourUrl,signupUrl,mondayUrl,mondayDate
minor-league-golf-tour-2026-11-03-abacoa-golf-club-par-71-jupiter,Minor League Golf Tour,Men,Training Division,,Abacoa Golf Club - Par 71,2026-11-03,2026-11-03,Jupiter,"Jupiter, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5275,,
minor-league-golf-tour-2026-11-18-2026-citrus-golf-trail-open-2k-added-money-sebring,Minor League Golf Tour,Men,Event,,2026 Citrus Golf Trail Open - $2K ADDED MONEY!,2026-11-18,2026-11-18,Sebring,"Sebring, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5280,,
minor-league-golf-tour-2026-11-20-sun-n-lake-deer-run-sebring,Minor League Golf Tour,Men,Event,,Sun 'N Lake - Deer Run,2026-11-20,2026-11-20,Sebring,"Sebring, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5281,,
minor-league-golf-tour-2026-11-30-eagle-landing-golf-club-orange-park,Minor League Golf Tour,Men,Event,,Eagle Landing Golf Club,2026-11-30,2026-11-30,Orange Park,"Orange Park, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5392,,
minor-league-golf-tour-2026-12-02-eagle-landing-golf-club-orange-park,Minor League Golf Tour,Men,Event,,Eagle Landing Golf Club,2026-12-02,2026-12-02,Orange Park,"Orange Park, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5393,,
minor-league-golf-tour-2026-12-09-atlantis-country-club-atlantis,Minor League Golf Tour,Men,Event,,Atlantis Country Club,2026-12-09,2026-12-09,Atlantis,"Atlantis, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5395,,
minor-league-golf-tour-2026-12-10-palm-beach-par-3-palm-beach,Minor League Golf Tour,Men,Event,,Palm Beach Par 3,2026-12-10,2026-12-10,Palm Beach,"Palm Beach, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5394,,
minor-league-golf-tour-2026-12-15-abacoa-golf-club-par-71-jupiter,Minor League Golf Tour,Men,Event,,Abacoa Golf Club - Par 71,2026-12-15,2026-12-15,Jupiter,"Jupiter, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5276,,
minor-league-golf-tour-2026-12-16-abacoa-golf-club-par-71-jupiter,Minor League Golf Tour,Men,Event,,Abacoa Golf Club - Par 71,2026-12-16,2026-12-16,Jupiter,"Jupiter, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5277,,
minor-league-golf-tour-2026-12-17-winter-break-december-17-january-3-stuart,Minor League Golf Tour,Men,Event,,WINTER BREAK (December 17 - January 3),2026-12-17,2026-12-17,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5232,,
minor-league-golf-tour-2026-12-31-2026-monday-qualifier-contest-5-presented-by-abacoa-gc-stuart,Minor League Golf Tour,Men,Event,,2026 Monday Qualifier Contest #5 presented by Abacoa GC,2026-12-31,2026-12-31,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5163,,
minor-league-golf-tour-2026-12-31-2026-monday-qualifier-contest-6-presented-by-abacoa-gc-stuart,Minor League Golf Tour,Men,Event,,2026 Monday Qualifier Contest #6 presented by Abacoa GC,2026-12-31,2026-12-31,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5164,,
minor-league-golf-tour-2026-12-31-2026-monday-qualifier-contest-7-presented-by-abacoa-gc-stuart,Minor League Golf Tour,Men,Event,,2026 Monday Qualifier Contest #7 presented by Abacoa GC,2026-12-31,2026-12-31,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5165,,
minor-league-golf-tour-2027-01-07-country-club-of-coral-springs-new-par-70-coral-springs,Minor League Golf Tour,Men,Event,,Country Club of Coral Springs - New Par 70,2027-01-07,2027-01-07,Coral Springs,"Coral Springs, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5383,,
minor-league-golf-tour-2027-01-07-country-club-of-coral-springs-new-par-70-coral-springs,Minor League Golf Tour,Men,Training Division,,Country Club of Coral Springs - New Par 70,2027-01-07,2027-01-07,Coral Springs,"Coral Springs, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5384,,
minor-league-golf-tour-2027-01-18-country-club-of-coral-springs-new-par-70-coral-springs,Minor League Golf Tour,Men,Event,,Country Club of Coral Springs - New Par 70,2027-01-18,2027-01-18,Coral Springs,"Coral Springs, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5385,,
minor-league-golf-tour-2027-01-19-country-club-of-coral-springs-new-par-70-coral-springs,Minor League Golf Tour,Men,Event,,Country Club of Coral Springs - New Par 70,2027-01-19,2027-01-19,Coral Springs,"Coral Springs, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5386,,
minor-league-golf-tour-2027-02-01-eagle-harbor-golf-club-orange-park,Minor League Golf Tour,Men,Event,,Eagle Harbor Golf Club,2027-02-01,2027-02-01,Orange Park,"Orange Park, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5389,,
minor-league-golf-tour-2027-02-03-eagle-harbor-golf-club-orange-park,Minor League Golf Tour,Men,Event,,Eagle Harbor Golf Club,2027-02-03,2027-02-03,Orange Park,"Orange Park, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5259,,
minor-league-golf-tour-2027-12-31-2027-monday-qualifier-contest-1-presented-by-abacoa-gc-stuart,Minor League Golf Tour,Men,Event,,2027 Monday Qualifier Contest #1 presented by Abacoa GC,2027-12-31,2027-12-31,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5371,,
minor-league-golf-tour-2027-12-31-2027-monday-qualifier-contest-2-presented-by-abacoa-gc-stuart,Minor League Golf Tour,Men,Event,,2027 Monday Qualifier Contest #2 presented by Abacoa GC,2027-12-31,2027-12-31,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5372,,
minor-league-golf-tour-2027-12-31-2027-monday-qualifier-contest-3-presented-by-abacoa-gc-stuart,Minor League Golf Tour,Men,Event,,2027 Monday Qualifier Contest #3 presented by Abacoa GC,2027-12-31,2027-12-31,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5373,,
minor-league-golf-tour-2027-12-31-2027-monday-qualifier-contest-4-presented-by-abacoa-gc-stuart,Minor League Golf Tour,Men,Event,,2027 Monday Qualifier Contest #4 presented by Abacoa GC,2027-12-31,2027-12-31,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5374,,
minor-league-golf-tour-2027-12-31-2027-monday-qualifier-contest-5-presented-by-abacoa-gc-stuart,Minor League Golf Tour,Men,Event,,2027 Monday Qualifier Contest #5 presented by Abacoa GC,2027-12-31,2027-12-31,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5375,,
minor-league-golf-tour-2027-12-31-2027-monday-qualifier-contest-6-presented-by-abacoa-gc-stuart,Minor League Golf Tour,Men,Event,,2027 Monday Qualifier Contest #6 presented by Abacoa GC,2027-12-31,2027-12-31,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5376,,
minor-league-golf-tour-2027-12-31-2027-qualifying-school-contest-1-presented-by-britto-and-herman-injury-lawyers-stuart,Minor League Golf Tour,Men,Event,,2027 Qualifying School Contest #1 presented by Britto & Herman Injury Lawyers,2027-12-31,2027-12-31,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5377,,
minor-league-golf-tour-2027-12-31-2027-qualifying-school-contest-2-presented-by-britto-and-herman-injury-lawyers-stuart,Minor League Golf Tour,Men,Event,,2027 Qualifying School Contest #2 presented by Britto & Herman Injury Lawyers,2027-12-31,2027-12-31,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5378,,
minor-league-golf-tour-2027-12-31-2027-qualifying-school-contest-3-presented-by-britto-and-herman-injury-lawyers-stuart,Minor League Golf Tour,Men,Event,,2027 Qualifying School Contest #3 presented by Britto & Herman Injury Lawyers,2027-12-31,2027-12-31,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5379,,
minor-league-golf-tour-2027-12-31-2027-qualifying-school-contest-4-presented-by-britto-and-herman-injury-lawyers-stuart,Minor League Golf Tour,Men,Event,,2027 Qualifying School Contest #4 presented by Britto & Herman Injury Lawyers,2027-12-31,2027-12-31,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5380,,
minor-league-golf-tour-2027-12-31-2027-qualifying-school-contest-5-presented-by-britto-and-herman-injury-lawyers-stuart,Minor League Golf Tour,Men,Event,,2027 Qualifying School Contest #5 presented by Britto & Herman Injury Lawyers,2027-12-31,2027-12-31,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5381,,
minor-league-golf-tour-2027-12-31-2027-qualifying-school-contest-6-presented-by-britto-and-herman-injury-lawyers-stuart,Minor League Golf Tour,Men,Event,,2027 Qualifying School Contest #6 presented by Britto & Herman Injury Lawyers,2027-12-31,2027-12-31,Stuart,"Stuart, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5382,,
minor-league-golf-tour-2027-12-31-2027-lake-county-open-1k-added-money-howie-in-the-hills,Minor League Golf Tour,Men,Event,,2027 Lake County Open - $1K ADDED MONEY!,2027-12-31,2027-12-31,Howie-In-The-Hills,"Howie-In-The-Hills, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5390,,
minor-league-golf-tour-2027-12-31-mission-resort-las-colinas-howie-in-the-hills,Minor League Golf Tour,Men,Event,,Mission Resort - Las Colinas,2027-12-31,2027-12-31,Howie-In-The-Hills,"Howie-In-The-Hills, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5391,,
